nr_aluno,nome,apelido,curso,media_entrada,curso_concluido,media_final
2021222,Rodrigo,Castelo,Comunicação,11,1,18.0
200714,Rui,Sampaio,Comunicação,17,1,12.0
2021582,Raquel,Morais,Comunicação,16,1,14.0
20211374,Rodrigo,Sampaio,Comunicação,16,1,15.0
20031644,Christos,Sampaio,Psicologia,13,1,18.0
20191565,Avelino,Castelo-Branco,Comunicação,13,1,19.0
2007647,Maria,Cintra,Informática,11,1,17.0
2003977,Anne,Machado,Comunicação,17,1,11.0
2003707,Maria João,Castelo,Comunicação,20,1,12.0
2021987,Leonardo,Sampaio,Comunicação,19,1,13.0
200724248,Rui,Laranjeira,Psicologia,12,1,20.0
20031135,Olivia,Castelo,Informática,20,1,13.0
2020569,Rui,Pereira,Informática,17,1,12.0
2022782,Carla,Sampaio,Psicologia,19,1,10.0
2022613,Avelino,Machado,Psicologia,20,1,13.0
20031726,Alice,Cintra,Comunicação,13,1,18.0
2019814,Jorge,Sampaio,Comunicação,19,1,11.0
20031476,Pedro,Laranjeira,Comunicação,12,1,18.0
2022732,Diana,Cintra,Psicologia,17,1,12.0
20191509,Raquel,Morais,Comunicação,16,1,14.0
2021981,Catarina,Pires,Informática,15,1,14.0
201983534,Joana,Castelo,Comunicação,15,1,15.0
20031249,Diana,Morais,Informática,13,1,19.0
200797522,Maria,Castelo,Psicologia,19,1,13.0
2003777,Raquel,Pires,Psicologia,12,1,17.0
2019101917,Michaelangelo,Pires,Psicologia,12,1,18.0
20221024,Beatriz,Laranjeira,Psicologia,15,1,15.0
20201202,Avelino,Laranjeira,Comunicação,12,1,19.0
2003771,Jorge,Machado,Informática,15,1,15.0
2007752,Christos,Pereira,Comunicação,14,1,15.0
2022381,Christos,Pires,Informática,12,1,17.0
2021143,Christos,Sampaio,Comunicação,14,1,14.0
20219267,Rui,Machado,Psicologia,19,1,10.0
20221100,Jorge,Castelo,Informática,18,1,10.0
20071376,Rui,Laranjeira,Comunicação,20,1,13.0
2020292,Lucas,Laranjeira,Comunicação,16,1,14.0
2020817,Pedro,Machado,Informática,11,1,19.0
2021595,Avelino,Castelo,Informática,15,1,16.0
20191000,Alice,Sampaio,Psicologia,17,1,11.0
2020651,Rita,Cintra,Comunicação,19,1,11.0
2007629,Joana,Pereira,Psicologia,19,1,10.0
20201509,Joana,Castelo,Comunicação,11,1,17.0
20211217,Marta,Silva,Psicologia,18,1,12.0
20201381,Miguel,Pires,Psicologia,20,1,12.0
20221052,Olivia,da Silva,Comunicação,19,1,10.0
20191371,Maria João,Machado,Comunicação,10,1,20.0
200374,Sandra,da Silva,Comunicação,11,1,20.0
20031740,Rita,Morais,Comunicação,11,1,17.0
20071150,Ana,Silva,Informática,11,1,19.0
202259940,Pedro,Castelo,Psicologia,15,1,16.0
2007424,Pedro,da Silva,Comunicação,11,1,18.0
20191492,Maria João,Machado,Psicologia,13,1,17.0
20191086,Jorge,Castelo-Branco,Comunicação,10,1,20.0
20221349,Lucas,Laranjeira,Comunicação,20,1,13.0
2019169,Nuno,Pires,Comunicação,19,1,12.0
20201155,Rui,Capicua,Informática,17,1,10.0
2021560,Sandra,Sampaio,Informática,13,1,17.0
2019939,Pedro,Laranjeira,Informática,17,1,13.0
20031115,Bruno,Laranjeira,Informática,17,1,12.0
2022792,Diana,Morais,Psicologia,10,1,18.0
2019346,Leonardo,Pires,Comunicação,14,1,16.0
2007929,Alice,Castelo-Branco,Psicologia,20,1,12.0
2019363,Diana,da Silva,Psicologia,17,1,11.0
2021523,Christos,Pires,Comunicação,12,1,20.0
20221491,Avelino,Sampaio,Comunicação,10,1,20.0
20201433,Miguel,Silva,Informática,12,1,19.0
202118,Rui,Silva,Informática,19,1,11.0
20191205,Rita,Capicua,Comunicação,11,1,18.0
20191026,Christos,Morais,Informática,16,1,16.0
20191204,Lucas,Machado,Comunicação,16,1,14.0
2020469,Rodrigo,Sampaio,Comunicação,15,1,15.0
2007370,Avelino,da Silva,Comunicação,11,1,20.0
2007745,Marta,Castelo-Branco,Psicologia,18,1,10.0
20201305,Olivia,Morais,Comunicação,14,1,14.0
20191503,Pedro,Laranjeira,Informática,15,1,16.0
20211023,Carla,Pereira,Psicologia,19,1,13.0
20211672,Jorge,Castelo-Branco,Informática,11,1,18.0
20201694,Alice,Castelo,Informática,15,1,15.0
2022113,Rita,Cintra,Informática,18,1,13.0
202213345,Miguel,Pereira,Informática,14,1,15.0
20221702,Pedro,Cintra,Informática,10,1,20.0
20201710,Michaelangelo,Silva,Informática,14,1,16.0
20211282,Patrícia,Pereira,Psicologia,13,1,19.0
2007825,Maria,Castelo-Branco,Informática,14,1,15.0
20221546,Michaelangelo,Capicua,Informática,17,1,13.0
201922148,Jorge,Machado,Comunicação,17,1,12.0
20031705,Bruno,Morais,Psicologia,16,1,14.0
20211166,Maria João,Castelo,Informática,19,1,12.0
2021744,Rita,Cintra,Comunicação,19,1,10.0
20221009,Sandra,Pereira,Psicologia,19,1,13.0
2021102,Carla,Silva,Psicologia,15,1,15.0
20211713,Rodrigo,Castelo,Informática,16,1,15.0
2007999,Bruno,Castelo,Informática,16,1,16.0
201910341,Leonardo,Silva,Comunicação,11,1,17.0
20221054,Maria João,Cintra,Informática,11,1,20.0
2019332,Marta,da Silva,Informática,16,1,15.0
20211545,Miguel,Castelo,Comunicação,16,1,15.0
20201444,Pedro,Machado,Comunicação,17,1,10.0
2003563,Bruno,Pires,Psicologia,20,1,12.0
2003544,Carla,Silva,Comunicação,19,1,13.0
2019617,Bruno,Silva,Psicologia,15,1,14.0
20211528,Rita,Pires,Psicologia,20,1,13.0
2019762,Michaelangelo,Sampaio,Psicologia,14,1,14.0
2022165224,Jorge,Pires,Psicologia,10,1,20.0
20031604,Sandra,Castelo,Informática,20,1,13.0
20201388,Patrícia,Morais,Informática,18,1,13.0
20071243,Bruno,Pires,Informática,14,1,14.0
20191065,Rita,Capicua,Informática,17,1,11.0
20191194,Rui,Morais,Comunicação,11,1,20.0
2019528,Maria,Sampaio,Psicologia,14,1,16.0
20071426,Anne,Morais,Psicologia,17,1,13.0
20191126,Leonardo,Pires,Informática,11,1,19.0
2020547,Anne,Pereira,Psicologia,17,1,10.0
2007759,Avelino,Pereira,Psicologia,14,1,14.0
20211537,Rui,da Silva,Comunicação,19,1,11.0
2003145645,Avelino,Machado,Psicologia,17,1,10.0
2021907,Leonardo,Silva,Psicologia,15,1,16.0
20211350,Christos,Morais,Comunicação,11,1,17.0
2021992,Rita,Capicua,Comunicação,14,1,14.0
2019418,Maria João,Sampaio,Informática,10,1,17.0
2021888,Jorge,Laranjeira,Psicologia,10,1,17.0
2022199,Patrícia,Morais,Comunicação,11,1,19.0
20071286,Jorge,Pires,Psicologia,12,1,19.0
2007570,Sandra,Laranjeira,Informática,13,1,20.0
2007551,Bruno,Capicua,Informática,10,1,19.0
2020297,Lucas,Castelo-Branco,Informática,10,1,20.0
2020642,Bruno,Pires,Comunicação,12,1,17.0
2007988,Joana,Pires,Comunicação,13,1,18.0
2022495,Sandra,Sampaio,Comunicação,14,1,14.0
2021590,Miguel,da Silva,Informática,13,1,20.0
2007153,Miguel,Cintra,Comunicação,17,1,13.0
2007915,Rita,Pereira,Psicologia,16,1,15.0
20191031,Rodrigo,Pires,Informática,16,1,16.0
200333,Alice,Sampaio,Psicologia,11,1,17.0
2021604,Sandra,Capicua,Psicologia,10,1,17.0
20031518,Olivia,Laranjeira,Informática,18,1,12.0
2020676,Maria,Silva,Psicologia,14,1,14.0
201969348,Maria João,Pereira,Psicologia,11,1,20.0
2022364,Michaelangelo,Pires,Psicologia,11,1,19.0
2020441,Beatriz,Sampaio,Comunicação,19,1,13.0
20035813,Leonardo,Castelo,Comunicação,19,1,13.0
20201034,Sandra,Morais,Psicologia,14,1,16.0
20201755,Michaelangelo,Morais,Psicologia,20,1,12.0
2020394,Olivia,Pereira,Comunicação,20,1,12.0
20201358,Raquel,Silva,Comunicação,10,1,18.0
2021657,Leonardo,Cintra,Psicologia,17,1,10.0
20071038,Patrícia,Laranjeira,Psicologia,10,1,20.0
2021612,Avelino,Cintra,Psicologia,18,1,10.0
2020217,Beatriz,Capicua,Psicologia,20,1,13.0
2022237,Joana,Sampaio,Psicologia,14,1,15.0
2003634,Pedro,Capicua,Psicologia,16,1,14.0
20211541,Rita,Laranjeira,Informática,11,1,17.0
20191351,Jorge,Pereira,Psicologia,14,1,14.0
20211315,Patrícia,Pires,Informática,16,1,16.0
200355,Raquel,Cintra,Comunicação,12,1,17.0
2021984,Rodrigo,Pereira,Comunicação,11,1,19.0
200332,Bruno,Machado,Comunicação,18,1,10.0
2019882,Anne,Cintra,Comunicação,15,1,16.0
20031422,Maria João,Machado,Comunicação,12,1,19.0
2022450,Sandra,Silva,Comunicação,18,1,10.0
2019574,Anne,Silva,Psicologia,13,1,19.0
200713638,Anne,Cintra,Comunicação,15,1,15.0
2020858,Lucas,Pires,Psicologia,12,1,17.0
20221066,Rodrigo,Castelo,Psicologia,14,1,14.0
20031572,Rita,Laranjeira,Psicologia,19,1,13.0
20031053,Anne,Silva,Psicologia,18,1,13.0
2019513,Ana,Morais,Psicologia,18,1,12.0
2019257,Rita,Laranjeira,Informática,18,1,10.0
20211001,Bruno,Machado,Comunicação,20,1,11.0
20201029,Leonardo,Capicua,Informática,17,1,11.0
2007104,Rita,Sampaio,Psicologia,14,1,16.0
20071729,Patrícia,Pires,Psicologia,19,1,13.0
2022319,Beatriz,Sampaio,Comunicação,18,1,11.0
2007651,Rita,Capicua,Psicologia,14,1,14.0
2019153826,Beatriz,Silva,Comunicação,14,1,16.0
20191382,Patrícia,da Silva,Psicologia,18,1,11.0
20211159,Miguel,Morais,Informática,14,1,15.0
202228,Jorge,Cintra,Informática,10,1,19.0
20071001,Michaelangelo,Pires,Psicologia,12,1,20.0
20201291,Olivia,da Silva,Psicologia,12,1,18.0
2019316,Diana,Sampaio,Psicologia,19,1,13.0
2020130,Marta,Cintra,Psicologia,18,1,10.0
2022974,Raquel,Sampaio,Psicologia,17,1,11.0
2020999,Sandra,Pereira,Comunicação,18,1,11.0
20221505,Anne,Laranjeira,Psicologia,13,1,20.0
2019381,Carla,Machado,Psicologia,18,1,12.0
2019452,Leonardo,Castelo,Psicologia,13,1,20.0
20201366,Pedro,Machado,Psicologia,20,1,13.0
200719,Maria João,Pereira,Psicologia,10,1,19.0
20031555,Rodrigo,da Silva,Psicologia,10,1,19.0
2003675,Marta,Capicua,Comunicação,19,1,10.0
20201230,Lucas,Sampaio,Psicologia,20,1,12.0
2003850,Rita,Pereira,Comunicação,19,1,11.0
2019869,Alice,Laranjeira,Informática,11,1,17.0
20221093,Patrícia,Pereira,Comunicação,14,1,16.0
20071160,Lucas,Capicua,Informática,12,1,20.0
2020288,Pedro,Capicua,Comunicação,13,1,19.0
2019163820,Diana,da Silva,Comunicação,13,1,18.0
